Time_min,Temp_C,Mass_mg,Heat_Flow_mW
3.020833,99.76856,14.898,-13.58727
3.029167,99.92795,14.89789,-13.54661
3.0375,100.086,14.89787,-13.5059
3.045834,100.2464,14.89784,-13.46446
3.054166,100.4095,14.89778,-13.42206
3.0625,100.5728,14.89781,-13.37898
3.070834,100.7289,14.89772,-13.33712
3.079166,100.8848,14.89772,-13.29494
3.0875,101.0484,14.89762,-13.25082
3.095833,101.2158,14.89769,-13.20441
3.104167,101.368,14.89763,-13.16124
3.1125,101.5286,14.89767,-13.11673
3.120834,101.6875,14.89756,-13.0717
3.129166,101.8467,14.89758,-13.02617
3.1375,102.0063,14.89752,-12.98031
3.145833,102.1617,14.89744,-12.9352
3.154167,102.3227,14.89743,-12.88846
3.1625,102.4815,14.89734,-12.8413
3.170834,102.6437,14.89739,-12.79317
3.179166,102.7979,14.89727,-12.74764
3.1875,102.9625,14.89728,-12.69955
3.195834,103.1098,14.89719,-12.65402
3.204167,103.2682,14.8972,-12.60696
3.2125,103.4255,14.89706,-12.55957
3.220833,103.5822,14.89706,-12.51225
3.229167,103.7406,14.89702,-12.46452
3.2375,103.893,14.89698,-12.41756
3.245834,104.0537,14.89694,-12.36911
3.254166,104.2142,14.89686,-12.32052
3.2625,104.3658,14.89688,-12.27344
3.270833,104.5249,14.89678,-12.2247
3.279167,104.678,14.89678,-12.17723
3.2875,104.8368,14.89671,-12.12799
3.295833,104.99,14.89674,-12.07931
3.304166,105.1472,14.89666,-12.03005
3.3125,105.3008,14.89664,-11.98166
3.320834,105.461,14.89661,-11.9316
3.329167,105.6147,14.89657,-11.8832
3.3375,105.7675,14.89658,-11.83547
3.345833,105.9265,14.89647,-11.78591
3.354167,106.0792,14.89661,-11.73706
3.3625,106.2363,14.89652,-11.68746
3.370834,106.3899,14.89659,-11.63824
3.379166,106.5485,14.89653,-11.58862
3.3875,106.7026,14.89653,-11.53983
3.395833,106.861,14.89658,-11.48987
3.404167,107.0075,14.89654,-11.44266
3.4125,107.1611,14.89658,-11.3932
3.420833,107.3164,14.89647,-11.34276
3.429166,107.4757,14.89658,-11.29204
3.4375,107.6336,14.8964,-11.24147
3.445834,107.7814,14.89649,-11.19281
3.454167,107.9312,14.89636,-11.14417
3.4625,108.0904,14.89635,-11.09427
3.470833,108.2441,14.89639,-11.04428
3.479167,108.3988,14.89628,-10.99426
3.4875,108.5511,14.89629,-10.94461
3.495834,108.7068,14.89619,-10.8956
3.504166,108.8605,14.89624,-10.84648
3.5125,109.0196,14.89611,-10.79659
3.520833,109.1715,14.89618,-10.74851
3.529167,109.3201,14.89606,-10.70045
3.5375,109.4781,14.89612,-10.65109
3.545833,109.6332,14.89611,-10.60201
3.554166,109.7812,14.89601,-10.55475
3.5625,109.9344,14.89607,-10.50656
3.570834,110.0958,14.89601,-10.45696
3.579167,110.2478,14.8961,-10.40817
3.5875,110.3981,14.89602,-10.3609
3.595833,110.5543,14.89608,-10.31234
3.604167,110.7094,14.89599,-10.2644
3.6125,110.8645,14.89608,-10.21627
3.620834,111.0213,14.89601,-10.16756
3.629166,111.1767,14.89598,-10.1191
3.6375,111.3272,14.89605,-10.07162
3.645833,111.4809,14.89593,-10.02399
3.654167,111.6366,14.89601,-9.975689
3.6625,111.7928,14.89589,-9.927947
3.670833,111.9461,14.89592,-9.880265
3.679166,112.1,14.89582,-9.833022
3.6875,112.2535,14.89585,-9.785618
3.695834,112.4029,14.89574,-9.739188
3.704167,112.5593,14.89572,-9.692109
3.7125,112.7073,14.89569,-9.64643
3.720833,112.8632,14.89561,-9.599796
3.729167,113.0181,14.89566,-9.552954
3.7375,113.1724,14.89549,-9.507113
3.745834,113.3283,14.89554,-9.461174
3.754166,113.4794,14.89543,-9.415863
3.7625,113.6338,14.89551,-9.36991
3.770833,113.7902,14.89545,-9.323991
3.779167,113.946,14.89546,-9.278762
3.7875,114.0984,14.89543,-9.233795
3.795833,114.2534,14.89537,-9.188507
3.804166,114.406,14.89535,-9.14368
3.8125,114.5618,14.89524,-9.098836
3.820834,114.7181,14.89533,-9.053594
3.829167,114.8656,14.89519,-9.009438
