Time_min,Temp_C,Mass_mg,Heat_Flow_mW
4.804167,132.8965,12.835,-13.46435
4.8125,133.0641,12.83224,-13.43376
4.820833,133.2292,12.82952,-13.4048
4.829167,133.3981,12.82678,-13.37497
4.8375,133.5681,12.82402,-13.34506
4.845833,133.7394,12.82126,-13.31489
4.854166,133.9031,12.81852,-13.286
4.8625,134.0742,12.81572,-13.25585
4.870834,134.2466,12.81295,-13.22611
4.879166,134.4149,12.81018,-13.19718
4.8875,134.585,12.80736,-13.16801
4.895834,134.7546,12.80468,-13.13955
4.904167,134.9245,12.80194,-13.11118
4.9125,135.0899,12.79923,-13.08384
4.920833,135.2608,12.79666,-13.0561
4.929167,135.4328,12.79418,-13.02862
4.9375,135.6053,12.7918,-13.00144
4.945833,135.7713,12.7894,-12.97581
4.954167,135.9446,12.787,-12.949
4.9625,136.1109,12.78446,-12.92335
4.970833,136.2794,12.78201,-12.89804
4.979166,136.4547,12.77935,-12.87203
4.9875,136.6229,12.77668,-12.84692
4.995834,136.7986,12.77386,-12.82049
5.004166,136.9666,12.77075,-12.79538
5.0125,137.1384,12.76763,-12.77045
5.020834,137.3084,12.76424,-12.74561
5.029167,137.4798,12.76091,-12.72089
5.0375,137.6471,12.75732,-12.69692
5.045833,137.8197,12.75373,-12.67252
5.054167,137.9906,12.74983,-12.6488
5.0625,138.1618,12.74596,-12.62508
5.070833,138.3363,12.74192,-12.60093
5.079167,138.5087,12.73779,-12.5777
5.0875,138.6792,12.73374,-12.55494
5.095833,138.8489,12.72934,-12.53236
5.104166,139.0191,12.72508,-12.51028
5.1125,139.1921,12.72048,-12.48814
5.120834,139.3651,12.71614,-12.46617
5.129166,139.5384,12.7116,-12.44404
5.1375,139.7088,12.70723,-12.42254
5.145834,139.8793,12.70283,-12.40094
5.154167,140.0462,12.69832,-12.37995
5.1625,140.2196,12.69407,-12.35851
5.170833,140.3915,12.68947,-12.33736
5.179167,140.5662,12.68522,-12.31584
5.1875,140.7397,12.68064,-12.29453
5.195833,140.9132,12.67628,-12.27305
5.204167,141.083,12.67175,-12.2523
5.2125,141.2548,12.66729,-12.23108
5.220833,141.4277,12.66281,-12.20956
5.229166,141.596,12.65822,-12.18883
5.2375,141.769,12.65389,-12.16766
5.245834,141.9444,12.64923,-12.14592
5.254166,142.1196,12.64494,-12.12408
5.2625,142.2923,12.64026,-12.10259
5.270834,142.4661,12.6358,-12.08099
5.279168,142.6422,12.6312,-12.05878
5.2875,142.8112,12.62673,-12.0379
5.295832,142.9845,12.6224,-12.01662
5.304168,143.1572,12.61797,-11.99535
5.3125,143.3325,12.61372,-11.97354
5.320832,143.5043,12.60915,-11.9528
5.329168,143.6758,12.60472,-11.93234
5.3375,143.8478,12.59995,-11.91172
5.345832,144.026,12.59522,-11.89094
5.354166,144.1974,12.5903,-11.87069
5.3625,144.3675,12.58523,-11.85098
5.370834,144.543,12.58009,-11.83046
5.379166,144.7145,12.57466,-11.81101
5.3875,144.8859,12.56929,-11.79186
5.395834,145.057,12.56355,-11.77332
5.404168,145.2341,12.55803,-11.75412
5.4125,145.4052,12.55226,-11.73575
5.420832,145.5792,12.54664,-11.71764
5.429168,145.7495,12.54105,-11.69964
5.4375,145.9205,12.53546,-11.68212
5.445832,146.0957,12.5301,-11.66409
5.454168,146.2652,12.52459,-11.6469
5.4625,146.4418,12.51914,-11.62882
5.470832,146.6148,12.51354,-11.61127
5.479166,146.7858,12.50805,-11.59418
5.4875,146.9635,12.50242,-11.5758
5.495834,147.1336,12.49689,-11.55842
5.504166,147.3076,12.49139,-11.5409
5.5125,147.4834,12.48583,-11.52312
5.520834,147.6574,12.48041,-11.50591
